SO;DN;INV;Posting Date;Due Date;Customer;Qty;UOM;Territory;Sales Term;Grand Total
SO03808;DN03027;INV02074;2012-09-28;2012-10-12;Nawera Simalungun 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03807;DN03013;INV02057;2012-09-28;2012-10-12;Usaha Baru Batangkuis 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03806;DN03014;INV02058;2012-09-28;2012-10-12;Agro Sukses Mandiri Batubara 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03805;DN03010;INV02054;2012-09-27;2012-10-11;Rudi Pancing 1;500;Sak;Medan;S Terms TOP 14 Day;20125035.00
SO03802;DN03012;INV02056;2012-09-27;2012-09-26;Cahaya Baru Merbau 1;500;Sak;Rapakoba;S Terms CBD;20750003.66
SO03800;DN03004;INV02047;2012-09-27;2012-09-26;Asbes Angsa Medan 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03799;DN03008;INV02052;2012-09-27;2012-09-26;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750003.09
SO03798;DN02991;INV02005;2012-09-27;2012-09-26;Makmur Jaya Serdang Bedagai 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03797;DN02992;INV02006;2012-09-27;2012-10-11;Rimbun Jaya T. Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03796;DN02990;INV01992;2012-09-27;2012-10-11;Anugerah Jaya Tanjung Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03795;DN02989;INV01991;2012-09-27;2012-09-26;Martimbul Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03794;DN03009-1;INV02053;2012-09-27;2012-09-26;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19750003.09
SO03793;DN02987;INV01983;2012-09-27;2012-09-26;Saudara Jaya Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03792;DN03007;INV02051;2012-09-27;2012-09-26;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.48
SO03791;DN03011;INV02055;2012-09-27;2012-09-26;Nirma Samosir 1;300;Sak;Sibatopasa;S Terms CBD;11550001.68
SO03790;DN03005;INV02048;2012-09-27;2012-09-26;Nawera Simalungun 1;500;Sak;Serkibata;DO Terms;19750003.09
SO03789;DN02988;INV01984;2012-09-27;2012-09-26;Nawera Simalungun 1;500;Sak;Serkibata;DO Terms;19750003.09
SO03768;DN03006;INV02050;2012-09-27;2012-09-26;Pursida Siantar 1;500;Sak;Sibatopasa;S Terms CBD;19150000.54
SO03788;DN03001;INV02041;2012-09-26;2012-10-10;Berkat Usaha Tani Kp. Pajak 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21000001.05
SO03787;DN02998;INV02038;2012-09-26;2012-09-25;Karunia Jaya Johor 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03786;DN03000;INV02040;2012-09-26;2012-10-10;Berkat Usaha Tani Kp. Pajak 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21000001.05
SO03784;DN02996;INV02036;2012-09-26;2012-10-10;Jasa Laut Tanjung Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03783;DN02997;INV02037;2012-09-26;2012-10-10;Abang Adek Pagurawan 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03777;DN02999;INV02039;2012-09-26;2012-09-25;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750003.09
SO03775;DN03003;INV02043;2012-09-26;2012-09-25;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03774;DN03002;INV02042;2012-09-26;2012-10-10;Usaha Baru Damuli 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750003.66
SO03773;DN02993;INV02033;2012-09-26;2012-09-25;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19100002.16
SO03761;DN02995;INV02035;2012-09-26;2012-09-25;Linsa Pangururan 1;450;Sak;Sibatopasa;S Terms CBD;17325002.52
SO03739;DN02994;INV02034;2012-09-26;2012-09-25;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03785;DN02985;INV02031;2012-09-25;2012-09-24;Tetap Jaya Tebing 1;500;Sak;Serkibata;DO Terms;19750003.09
SO03782;DN02981;INV02027;2012-09-25;2012-09-24;Tetap Jaya Kisaran 1;500;Sak;Serkibata;DO Terms;19750003.09
SO03781;DN02984;INV02030;2012-09-25;2012-10-09;Maju Jaya Inalum 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03779;DN02983;INV02029;2012-09-25;2012-10-09;Klumpang Jaya Klumpang 1;500;Sak;Medan;S Terms TOP 14 Day;20250003.38
SO03778;DN02986;INV02032;2012-09-25;2012-10-09;Mandiri Jaya Marendal 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03776;DN02982;INV02028;2012-09-25;2012-09-24;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750003.09
SO03772;DN02975;INV02021;2012-09-25;2012-09-24;SS Jaya Tanjung Anom 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03771;DN02979;INV02025;2012-09-25;2012-10-09;Berkat Usaha Tani Kp. Pajak 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21000001.05
SO03770;DN02979;INV02016;2012-09-25;2012-10-09;Berkat Usaha Tani Kp. Pajak 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21000001.05
SO03769;DN02980;INV02026;2012-09-25;2012-09-24;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03767;DN02976;INV02022;2012-09-25;2012-10-09;Fariz Dolok Batu Nanggar 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03766;DN02942;INV01963;2012-09-25;2012-09-24;Bima Maju Binjai 1;500;Sak;Binlangkar;S Terms CBD;20500000.76
SO03765;DN02972;INV02018;2012-09-25;2012-10-09;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03764;DN02971;INV02017;2012-09-25;2012-09-24;Harapan Jaya Alfalah 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03763;DN02973;INV02019;2012-09-25;2012-09-24;Total Mandiri Medan 1;500;Sak;Medan;DO Terms;20000000.48
SO03762;DN02966;INV02012;2012-09-25;2012-09-24;Total Mandiri Medan 1;500;Sak;Medan;DO Terms;20000000.48
SO03760;DN02968;INV02014;2012-09-25;2012-09-24;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.48
SO03759;DN02941;INV01962;2012-09-25;2012-09-24;TAS Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.48
SO03758;DN02974;INV02020;2012-09-25;2012-09-24;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03757;DN02977;INV02023;2012-09-25;2012-09-24;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19750003.09
SO03756;DN02965;INV02011;2012-09-25;2012-10-09;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03755;DN02967;INV02013;2012-09-25;2012-09-24;Sinar Jaya T. Balai 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03754;DN02969;INV02015;2012-09-25;2012-09-24;Cahaya Baru Sei Bulu 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03753;DN02964;INV02010;2012-09-25;2012-10-25;Adec Kabanjahe 1;173;Sak;Binlangkar;S Terms TOP 30 Day;6799701.36
SO03752;DN02963;INV02009;2012-09-25;2012-10-25;Adec Kabanjahe 1;172;Sak;Binlangkar;S Terms TOP 30 Day;6799701.34
SO03751-1;DN02962;INV02008;2012-09-25;2012-09-24;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19100002.16
SO03731;DN02961;INV02007;2012-09-25;2012-09-24;Nirma Samosir 1;300;Sak;Sibatopasa;S Terms CBD;11550001.68
SO03711;DN02978;INV02024;2012-09-25;2012-09-24;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19750003.09
SO03750;DN02948;INV01990;2012-09-24;2012-10-08;Maja Agung Galang 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20375004.83
SO03749;DN02957;INV02001;2012-09-24;2012-10-08;Cahaya Sinar Logam Lubuk Pakam 1;500;Sak;Medan;S Terms TOP 14 Day;20250003.38
SO03748-1;DN02951;INV01995;2012-09-24;2012-09-23;Kencana Agung Johor 1;500;Sak;Medan;DO Terms;19750003.09
SO03747;DN02946;INV01988;2012-09-24;2012-09-23;Kalijati Binjai 1;500;Sak;Binlangkar;S Terms CBD;20500000.76
SO03746;DN02960;INV02004;2012-09-24;2012-10-08;Berkat Grand Angrek 1;500;Sak;Medan;S Terms TOP 14 Day;20500000.76
SO03745;DN02953;INV01997;2012-09-24;2012-09-23;Subur Baru Medan 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03744;DN02952;INV01996;2012-09-24;2012-10-08;Tarigan Jaya Namorambe 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03743;DN02949;INV01993;2012-09-24;2012-09-23;Serba Jadi Sunggal 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03742;DN02939;INV01982;2012-09-24;2012-09-23;Serba Jadi Sunggal 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03741;DN02954;INV01998;2012-09-24;2012-09-23;Permata Indah Patumbak 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03740;DN02958;INV02002;2012-09-24;2012-10-08;Tamba Jaya Bagan Batu 1;500;Sak;Default;S Terms TOP 14 Day;22000001.63
SO03738;DN02959;INV02003;2012-09-24;2012-09-23;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03737;DN02956;INV02000;2012-09-24;2012-09-23;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03736;DN02944;INV01986;2012-09-24;2012-09-23;Martimbul Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03735;DN02955;INV01999;2012-09-24;2012-09-23;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19750003.09
SO03734;DN02936;INV01979;2012-09-24;2012-09-23;Rezeki Makmur T . Balai 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03733;DN02947;INV01989;2012-09-24;2012-10-08;Merbau Siantar 1;500;Sak;Sibatopasa;S Terms TOP 14 Day;20125001.93
SO03732;DN02945;INV01987;2012-09-24;2012-09-23;Sabar Mulia Sei Bulu 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03730;DN02937;INV01980;2012-09-24;2012-10-08;Antara Jaya Simpang Kawat 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03729;DN02950;INV01994;2012-09-24;2012-09-23;Setia Budi Tanjung Tiram 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03728;DN02920;INV01914;2012-09-24;2012-10-08;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03727;DN02938;INV01981;2012-09-24;2012-10-08;Selama Indah T . Balai 1;500;Sak;Default;S Terms TOP 14 Day;20125001.93
SO03726;DN02943;INV01985;2012-09-24;2012-09-23;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03723;DN02935;INV01978;2012-09-24;2012-09-23;Bahagia Jaya By pass 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03719;DN02934;INV01977;2012-09-24;2012-09-23;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03725;DN02927;INV01970;2012-09-22;2012-10-06;Mino Jaya Tanjung Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03724;DN02923;INV01966;2012-09-22;2012-09-21;Saudara Jaya Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03722;DN02925;INV01968;2012-09-22;2012-09-21;Bangunan Sejati Medan 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03720;DN02921;INV01964;2012-09-22;2012-10-06;Berkat Grand Angrek 1;500;Sak;Medan;S Terms TOP 14 Day;20500000.76
SO03717;DN02930;INV01973;2012-09-22;2012-10-06;Sinar Jaya T. Balai 1;500;Sak;Serkibata;S Terms TOP 14 Day;21750004.24
SO03714;DN02929;INV01972;2012-09-22;2012-09-21;Tetap Jaya Kisaran 1;500;Sak;Serkibata;DO Terms;19750003.09
SO03713;DN02924;INV01967;2012-09-22;2012-10-06;Pelangi Mas Limapuluh 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03708;DN02922;INV01965;2012-09-22;2012-10-06;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03705;DN02931;INV01974;2012-09-22;2012-09-21;Linsa Pangururan 1;450;Sak;Sibatopasa;S Terms CBD;17325002.52
SO03696;DN02926;INV01969;2012-09-22;2012-09-21;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19100002.16
SO03656;DN02928;INV01971;2012-09-22;2012-09-21;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19500000.19
SO03441;DN02933;INV01976;2012-09-22;2012-10-06;Berkat Usaha Tani Kp. Pajak 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21000001.05
SO03409;DN02932;INV01975;2012-09-22;2012-10-06;Berkat Usaha Tani Kp. Pajak 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21000001.05
SO03721;DN02917;INV01959;2012-09-21;2012-09-20;Kencana Agung Johor 1;500;Sak;Medan;Cash;19750003.09
SO03718;DN02913;INV01956;2012-09-21;2012-10-05;Maju Jaya Linsum 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750003.66
SO03716;DN02912;INV01955;2012-09-21;2012-10-05;Usaha Baru Damuli 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750003.66
SO03715-1;DN02919;INV01961;2012-09-21;2012-09-20;Tunas Family T. Balai 1;500;Sak;Serkibata;Cash;20000000.48
SO03712;DN02916;INV01958;2012-09-21;2012-09-20;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03710;DN02918;INV01960;2012-09-21;2012-09-20;Sinar Jaya Perbaungan 1;500;Sak;Serkibata;Cash;20000000.48
SO03709;DN02915;INV01957;2012-09-21;2012-09-20;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03707;DN02909;INV01952;2012-09-21;2012-10-05;Setia Jaya Tembung 1;500;Sak;Tatemlukam;S Terms TOP 14 Day;20125001.93
SO03706;DN02904;INV01947;2012-09-21;2012-10-05;Indah Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03703;DN02908;INV01951;2012-09-21;2012-10-05;Sinar Terang Aek Kanopan 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750003.66
SO03702;DN02906;INV01949;2012-09-21;2012-10-05;Laris Jaya Kota Pinang 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21375005.40
SO03701;DN02905;INV01948;2012-09-21;2012-09-20;SS Jaya Tanjung Anom 1;500;Sak;Medan;Cash;20000000.48
SO03700;DN02902;INV01945;2012-09-21;2012-10-05;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03697;DN02903;INV01946;2012-09-21;2012-09-20;Bangun Sari Batu Bara 1;500;Sak;Serkibata;Cash;20000000.48
SO03695;DN02900;INV01943;2012-09-21;2012-10-21;Adec Kabanjahe 1;170;Sak;Binlangkar;S Terms TOP 30 Day;6809401.40
SO03694;DN02901;INV01944;2012-09-21;2012-10-21;Adec Kabanjahe 1;170;Sak;Binlangkar;S Terms TOP 30 Day;6790001.04
SO03693;DN02899;INV01942;2012-09-21;2012-10-21;Adec Kabanjahe 1;171;Sak;Binlangkar;S Terms TOP 30 Day;6809400.27
SO03692;DN02898;INV01941;2012-09-21;2012-10-21;Adec Kabanjahe 1;170;Sak;Binlangkar;S Terms TOP 30 Day;6780301.79
SO03691;DN02897;INV01940;2012-09-21;2012-09-20;Reyeni Aeknabara 1;500;Sak;Rapakoba;Cash;19250002.80
SO03690-1;DN02911;INV01954;2012-09-21;2012-10-05;Klumpang Jaya Klumpang 1;500;Sak;Medan;S Terms TOP 14 Day;20250003.38
SO03686;DN02910;INV01953;2012-09-21;2012-10-05;Mandiri Jaya Marendal 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03683;DN02907;INV01950;2012-09-21;2012-09-20;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03704;DN02893;INV01938;2012-09-20;2012-09-19;Total Mandiri Medan 1;500;Sak;Medan;Cash;20000000.48
SO03699;DN02892;INV01937;2012-09-20;2012-09-19;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03698;DN02891;INV01936;2012-09-20;2012-09-19;Usaha Baru Sei Piring 1;500;Sak;Serkibata;Cash;20250003.38
SO03689;DN02885;INV01931;2012-09-20;2012-09-19;Hanjaya Patumbak 1;500;Sak;Medan;Cash;20000000.48
SO03688;DN02882;INV01928;2012-09-20;2012-10-04;Sunggal Block Medan 1;500;Sak;Medan;14 days credit;20250003.38
SO03687;DN02877;INV01923;2012-09-20;2012-09-19;Kpum Medan 1;500;Sak;Medan;Cash;20250003.38
SO03685;DN02890;INV01935;2012-09-20;2012-09-19;Karya Andalan Sejahtera Medan 1;500;Sak;Medan;Cash;21500001.34
SO03684;DN02876;INV01922;2012-09-20;2012-09-19;Kencana Agung Johor 1;500;Sak;Medan;Cash;19750003.09
SO03681;DN02875;INV01921;2012-09-20;2012-09-19;Susan Pilar Medan 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03680-1;DN02881;INV01927;2012-09-20;2012-10-04;Sumber Baru Batang Kuis 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03679;DN02888;INV01933;2012-09-20;2012-10-04;Gambir Aek Kanopan 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750003.66
SO03678;DN02886-1;INV01939;2012-09-20;2012-10-04;Tani Jaya Sergai 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03677;DN02880;INV01926;2012-09-20;2012-09-19;Tetap Jaya Kisaran 1;500;Sak;Serkibata;Cash;19750003.09
SO03676;DN02887;INV01932;2012-09-20;2012-09-19;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03675;DN02889;INV01934;2012-09-20;2012-09-19;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03674;DN02884;INV01930;2012-09-20;2012-09-19;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03673;DN02874;INV01920;2012-09-20;2012-09-19;Martimbul Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03672;DN02878;INV01924;2012-09-20;2012-09-19;Pala Pintu Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.48
SO03671;DN02879;INV01925;2012-09-20;2012-09-19;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03670;DN02873;INV01919;2012-09-20;2012-10-04;Perdana Jaya Air Batu 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03667;DN02870;INV01916;2012-09-20;2012-10-04;Cahaya Baru Merbau 1/Berkat Usaha Tani;500;Sak;Rapakoba;S Terms TOP 14 Day;20875005.11
SO03659;DN02872;INV01918;2012-09-20;2012-09-19;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03654;DN02871;INV01917;2012-09-20;2012-09-19;Linsa Pangururan 1;450;Sak;Sibatopasa;Cash;17325002.52
SO03648;DN02869;INV01915;2012-09-20;2012-09-19;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21250003.95
SO03647;DN02883;INV01929;2012-09-20;2012-09-19;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03682;DN02868;INV01908;2012-09-19;2012-09-18;Karunia Jaya Johor 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03669;DN02866;INV01906;2012-09-19;2012-09-18;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.48
SO03668;DN02864;INV01904;2012-09-19;2012-09-18;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.48
SO03666;DN02863;INV01903;2012-09-19;2012-10-03;Maju Jaya Inalum 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03665;DN02862;INV01902;2012-09-19;2012-09-18;Permata Indah Patumbak 1;500;Sak;Medan;Cash;20000000.48
SO03664;DN02854;INV01894;2012-09-19;2012-10-03;Mandiri Jaya Marendal 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03663;DN02861;INV01901;2012-09-19;2012-09-18;Yayasan Darul Ilmi Medan 1;500;Sak;Medan;Cash;20500000.76
SO03662;DN02860;INV01900;2012-09-19;2012-09-18;Nawera Simalungun 1;500;Sak;Serkibata;Cash;19750003.09
SO03661;DN02852;INV01892;2012-09-19;2012-09-18;Nawera Simalungun 1;500;Sak;Serkibata;Cash;19750003.09
SO03660;DN02858;INV01898;2012-09-19;2012-09-18;Tetap Jaya Kisaran 1;500;Sak;Serkibata;Cash;19750003.09
SO03658;DN02855;INV01895;2012-09-19;2012-09-18;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03657;DN02853;INV01893;2012-09-19;2012-09-18;Saudara Jaya Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03655;DN02857;INV01897;2012-09-19;2012-09-18;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03653;DN02845;INV01885;2012-09-19;2012-10-19;Adec Kabanjahe 1;170;Sak;Binlangkar;S Terms TOP 30 Day;6809401.40
